Date,AHETPI,EMRATIO,POPTHM,TOTLQ,W019RCQ027SBEA,A023RC1Q027SBEA,ASCOEPQ027S,ASTIWEQ027S,GDP,GNP,W006RC1Q027SBEA,UNRATE,Government,HNICTIQ027S,NationalIncome,FYGFD,IITTRHB,GDI,GINIALLRF
10/1/2017,22.24,60.1,325962.66,251.248,4413.688,20346.344,10665568,2418071,19937.963,20261.505,2034.145,4.13,441.025,2127850,2058.853,20205.7,22.2,20022.802,0.46
1/1/2018,22.42,60.33,326325.34,252.073,4492.886,20634.346,10786382,2341401,20242.215,20556.782,1962.883,4.07,449.126,2085627,2155.961,21462.3,22.2,20319.778,0.45
4/1/2018,22.61,60.47,326703,253.649,4560.583,20824.756,10892574,2341824,20552.653,20844.207,1994.98,3.93,417.918,2064385,2185.285,21462.3,22.2,20533.203,0.45
7/1/2018,22.79,60.4,327166.66,254.704,4618.763,21107.295,11044852,2388683,20742.723,21002.69,2030.476,3.77,434.179,2100464,2195.733,21462.3,22.2,20847.329,0.45
10/1/2018,23,60.53,327602,254.931,4691.267,21251.89,11118459,2400766,20909.853,21182.604,2079.96,3.8,418.343,2090664,2209.692,21462.3,22.1,20979.138,0.45
1/1/2019,23.19,60.67,327923.34,255.486,4789.656,21394.299,11346900,2465250,21115.309,21361.815,2108.492,3.87,436.718,2170693,2188.925,22669.5,22.1,21147.793,0.45
4/1/2019,23.41,60.63,328270.34,255.857,4835.859,21618.405,11403563,2527400,21329.877,21601.036,2123.375,3.63,480.742,2222487,2243.806,22669.5,22.1,21347.247,0.45
7/1/2019,23.63,60.87,328729.34,256.817,4893.609,21745.088,11450075,2480182,21540.325,21820.08,2117.692,3.63,444.891,2197141,2203.38,22669.5,22.1,21465.332,0.45
10/1/2019,23.8,61,329186.34,257.332,4939.74,22002.259,11577444,2533521,21747.394,22028.479,2177.12,3.53,441.622,2221193,2313.064,22669.5,22.1,21721.174,0.45
1/1/2020,23.98,60.77,329529.34,255.269,5029.832,21914.503,11686291,2507944,21561.139,21804.322,2149.983,3.83,456.564,2252395,1994.653,16152.91,22.1,21671.321,0.47
4/1/2020,24.94,52.9,329897.34,227.746,9225.115,19616.236,10890349,2334261,19520.114,19671.986,1928.845,13.03,459.671,2095344,1793.842,16182.92,22.1,19486.387,0.47
